状态,代码,名称,趋势,5日涨跌幅_%,10日涨跌幅_%,20日涨跌幅_%,RSI14,K,D,J,KDJ状态,DIF,DEA,MACD柱,MACD状态,情绪分数,情绪标签,情绪缺失项,净流入截至,5日份额净流入_元,5日净流入错误,10日份额净流入_元,10日净流入错误,20日份额净流入_元,20日净流入错误,政策面理由,基本面理由,技术面理由,情绪面理由
观察,159502,标普生物科技ETF嘉实,震荡,-3.0170,-8.1548,9.4326,42.7445,19.96,28.67,2.54,空头,0.039049,0.061505,-0.044912,收敛,46.61,中性,,2026-07-20,4804000.00,,13100000.00,,21446000.00,,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60上方，MA20上行；5/10/20日涨跌幅分别为-3.02%/-8.15%/+9.43%，RSI14=42.7，KDJ=空头，MACD=收敛。,情绪分数46.6（中性）；5/10/20日份额净流入为+0.05亿/+0.13亿/+0.21亿，5日成交量相对前20日为0.84倍，代表池综合宽度38.2%，缺失分项：无。
观察,159100,巴西ETF华夏,震荡,-1.7010,0.2740,3.9773,53.7234,54.29,62.65,37.56,空头,0.000536,-0.004123,0.009317,收敛,45.74,中性,,2026-07-20,0.00,,1086500.00,,-7526500.00,,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60下方，MA20上行；5/10/20日涨跌幅分别为-1.70%/+0.27%/+3.98%，RSI14=53.7，KDJ=空头，MACD=收敛。,情绪分数45.7（中性）；5/10/20日份额净流入为+0.00亿/+0.01亿/-0.08亿，5日成交量相对前20日为0.88倍，代表池综合宽度38.2%，缺失分项：无。
观察,159740,恒生科技ETF大成,震荡,1.7153,4.4014,3.3101,62.4060,58.38,63.87,47.42,空头,0.001142,-0.002797,0.007877,收敛,33.40,偏冷,,2026-07-20,-295700000.00,,-588600000.00,,-1082422000.00,,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60下方，MA20上行；5/10/20日涨跌幅分别为+1.72%/+4.40%/+3.31%，RSI14=62.4，KDJ=空头，MACD=收敛。,情绪分数33.4（偏冷）；5/10/20日份额净流入为-2.96亿/-5.89亿/-10.82亿，5日成交量相对前20日为1.15倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,562350,电力ETF银华,震荡,7.7505,4.6832,-1.0417,63.7755,68.72,48.35,109.45,多头,-0.022234,-0.031184,0.017901,收敛,73.99,偏热,,2026-07-20,25486000.00,,26550000.00,,37534000.00,,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20上方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+7.75%/+4.68%/-1.04%，RSI14=63.8，KDJ=多头，MACD=收敛。,情绪分数74.0（偏热）；5/10/20日份额净流入为+0.25亿/+0.27亿/+0.38亿，5日成交量相对前20日为1.63倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,159887,银行ETF富国,震荡,3.3752,6.1241,4.8567,84.8837,91.52,86.67,101.23,超买,0.008230,-0.001244,0.018949,收敛,71.55,偏热,,2026-07-20,63136800.00,,7496100.00,,-44847600.00,,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+3.38%/+6.12%/+4.86%，RSI14=84.9，KDJ=超买，MACD=收敛。,情绪分数71.6（偏热）；5/10/20日份额净流入为+0.63亿/+0.07亿/-0.45亿，5日成交量相对前20日为0.99倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,159981,能源化工ETF建信,震荡,6.6989,10.9117,4.6748,69.9060,80.52,75.25,91.06,多头,-0.009832,-0.029313,0.038963,收敛,70.05,偏热,,2026-07-20,65830000.00,,58686000.00,,-272785000.00,,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+6.70%/+10.91%/+4.67%，RSI14=69.9，KDJ=多头，MACD=收敛。,情绪分数70.1（偏热）；5/10/20日份额净流入为+0.66亿/+0.59亿/-2.73亿，5日成交量相对前20日为1.18倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,561260,能源ETF工银,震荡,5.0590,2.1311,-3.6350,59.3909,51.45,47.20,59.97,多头,-0.021553,-0.028826,0.014545,收敛,68.33,偏热,,2026-07-20,3488800.00,,3963200.00,,1242600.00,,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+5.06%/+2.13%/-3.63%，RSI14=59.4，KDJ=多头，MACD=收敛。,情绪分数68.3（偏热）；5/10/20日份额净流入为+0.03亿/+0.04亿/+0.01亿，5日成交量相对前20日为1.11倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,159399,现金流ETF国泰,震荡,6.5521,4.4211,1.4315,75.1445,82.47,76.58,94.25,多头,-0.008761,-0.019267,0.021012,收敛,64.11,偏热,,2026-07-20,68090000.00,,113040000.00,,-63487000.00,,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20上方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+6.55%/+4.42%/+1.43%，RSI14=75.1，KDJ=多头，MACD=收敛。,情绪分数64.1（偏热）；5/10/20日份额净流入为+0.68亿/+1.13亿/-0.63亿，5日成交量相对前20日为0.91倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,159992,创新药ETF银华,多头,2.5943,0.0000,17.0929,59.8802,57.82,63.48,46.51,空头,0.028510,0.025382,0.006258,零轴上多头,62.30,偏热,,2026-07-20,158670000.00,,199799400.00,,821572800.00,,医保部门推进2026年药品目录与创新药目录形式审查，政策继续支持临床价值明确的创新，但准入和价格仍有约束。 [国家医疗保障局｜2026-07-14｜2026年国家基本医疗保险、生育保险和工伤保险药品目录及商业健康保险创新药品目录调整通过形式审查的申报药品名单](https://www.nhsa.gov.cn/art/2026/7/14/art_109_21421.html),医保局披露2026年上半年创新药对外授权交易总金额约1100亿美元，显示研发资产国际化活跃；里程碑兑现与个股差异仍大。 [国家医疗保障局｜2026-07-14｜我国创新药对外授权交易保持活跃](https://www.nhsa.gov.cn/art/2026/7/14/art_14_21423.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+2.59%/+0.00%/+17.09%，RSI14=59.9，KDJ=空头，MACD=零轴上多头。,情绪分数62.3（偏热）；5/10/20日份额净流入为+1.59亿/+2.00亿/+8.22亿，5日成交量相对前20日为1.51倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,513120,港股创新药ETF广发,多头,0.9458,-1.2616,17.5175,62.2881,47.33,56.81,28.35,空头,0.030016,0.024442,0.011149,零轴上多头,57.69,中性,,2026-07-20,94321000.00,,102967500.00,,1105287000.00,,医保部门推进2026年药品目录与创新药目录形式审查，政策继续支持临床价值明确的创新，但准入和价格仍有约束。 [国家医疗保障局｜2026-07-14｜2026年国家基本医疗保险、生育保险和工伤保险药品目录及商业健康保险创新药品目录调整通过形式审查的申报药品名单](https://www.nhsa.gov.cn/art/2026/7/14/art_109_21421.html),医保局披露2026年上半年创新药对外授权交易总金额约1100亿美元，显示研发资产国际化活跃；里程碑兑现与个股差异仍大。 [国家医疗保障局｜2026-07-14｜我国创新药对外授权交易保持活跃](https://www.nhsa.gov.cn/art/2026/7/14/art_14_21423.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+0.95%/-1.26%/+17.52%，RSI14=62.3，KDJ=空头，MACD=零轴上多头。,情绪分数57.7（中性）；5/10/20日份额净流入为+0.94亿/+1.03亿/+11.05亿，5日成交量相对前20日为1.50倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,159928,消费ETF汇添富,震荡,7.1315,5.6250,7.8150,72.5926,85.67,78.53,99.97,多头,0.001413,-0.006210,0.015246,收敛,48.92,中性,,2026-07-20,-114642000.00,,-117268000.00,,-261820000.00,,近90日未发现新增直接政策催化；2月中央一号文件强调农业综合生产能力、农民增收和县域产业，构成中长期政策背景。 [国家林业和草原局（新华社稿）｜2026-02-03｜2026年中央一号文件发布 部署扎实推进乡村全面振兴](https://www.forestry.gov.cn/c/www/szxx/659115.jhtml),上半年社会消费品零售总额同比增长1.3%，粮油食品和饮料类分别增长7.4%和6.0%；消费恢复但总体增速温和。 [国家统计局｜2026-07-15｜上半年消费市场基本平稳 新型消费成长壮大](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964127.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+7.13%/+5.63%/+7.81%，RSI14=72.6，KDJ=多头，MACD=收敛。,情绪分数48.9（中性）；5/10/20日份额净流入为-1.15亿/-1.17亿/-2.62亿，5日成交量相对前20日为1.43倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,515710,食品饮料ETF华宝,震荡,7.0213,5.4507,5.4507,70.9677,81.97,73.81,98.28,多头,-0.000476,-0.005567,0.010181,收敛,38.09,偏冷,,2026-07-20,-20007000.00,,-19366500.00,,-29887500.00,,近90日未发现新增直接政策催化；2月中央一号文件强调农业综合生产能力、农民增收和县域产业，构成中长期政策背景。 [国家林业和草原局（新华社稿）｜2026-02-03｜2026年中央一号文件发布 部署扎实推进乡村全面振兴](https://www.forestry.gov.cn/c/www/szxx/659115.jhtml),上半年社会消费品零售总额同比增长1.3%，粮油食品和饮料类分别增长7.4%和6.0%；消费恢复但总体增速温和。 [国家统计局｜2026-07-15｜上半年消费市场基本平稳 新型消费成长壮大](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964127.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+7.02%/+5.45%/+5.45%，RSI14=71.0，KDJ=多头，MACD=收敛。,情绪分数38.1（偏冷）；5/10/20日份额净流入为-0.20亿/-0.19亿/-0.30亿，5日成交量相对前20日为1.15倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,512690,酒ETF鹏华,震荡,9.4148,7.2319,5.6511,68.6869,84.02,73.47,105.11,多头,-0.002086,-0.007926,0.011679,收敛,37.66,偏冷,,2026-07-20,-361416600.00,,-457518600.00,,-375919200.00,,近90日未发现新增直接政策催化；2月中央一号文件强调农业综合生产能力、农民增收和县域产业，构成中长期政策背景。 [国家林业和草原局（新华社稿）｜2026-02-03｜2026年中央一号文件发布 部署扎实推进乡村全面振兴](https://www.forestry.gov.cn/c/www/szxx/659115.jhtml),上半年社会消费品零售总额同比增长1.3%，粮油食品和饮料类分别增长7.4%和6.0%；消费恢复但总体增速温和。 [国家统计局｜2026-07-15｜上半年消费市场基本平稳 新型消费成长壮大](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964127.html),收盘价位于MA20上方、MA60下方，MA20上行；5/10/20日涨跌幅分别为+9.41%/+7.23%/+5.65%，RSI14=68.7，KDJ=多头，MACD=收敛。,情绪分数37.7（偏冷）；5/10/20日份额净流入为-3.61亿/-4.58亿/-3.76亿，5日成交量相对前20日为1.45倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,510880,红利ETF华泰柏瑞,震荡,5.6751,4.8883,3.6800,77.2727,82.00,78.39,89.21,金叉,0.003332,-0.023895,0.054454,收敛,36.73,偏冷,,2026-07-20,-897579500.00,,-945369000.00,,2772687000.00,,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+5.68%/+4.89%/+3.68%，RSI14=77.3，KDJ=金叉，MACD=收敛。,情绪分数36.7（偏冷）；5/10/20日份额净流入为-8.98亿/-9.45亿/+27.73亿，5日成交量相对前20日为1.20倍，代表池综合宽度38.2%，缺失分项：无。
